Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
62435,6,21/02/2018 02:28:04,30839,5,2,935,314,935,0,187.0,418.1447118,314,0,157.0,222.0315293,40500.66474,226.9853108,5139.833333,12165.84017,29970,7,30839,7709.75,15102.18627,30361,7,29970,29970.0,0.0,29970,29970,0,0,0,0,124,40,162.1323649,64.85294595,0,935,156.125,333.3425683,111117.2679,0,0,1,1,0,0,0,1,0,178.4285714,187.0,157.0,0,0,0,0,0,0,5,935,2,314,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53593,6,21/02/2018 02:18:40,1226,5,2,935,248,935,0,187.0,418.1447118,248,0,124.0,175.3624817,964926.5905,5709.624796,204.3333333,248.4485191,636,6,1226,306.5,446.4620178,958,6,636,636.0,0.0,636,636,0,0,0,0,124,40,4078.303426,1631.32137,0,935,147.875,329.6736211,108684.6964,0,0,1,1,0,0,0,1,0,169.0,187.0,124.0,0,0,0,0,0,0,5,935,2,248,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
57718,6,21/02/2018 02:33:22,1212,5,2,935,326,935,0,187.0,418.1447118,326,0,163.0,230.5168107,1040429.043,5775.577558,202.0,245.2696475,633,6,1212,303.0,438.4951539,943,6,633,633.0,0.0,633,633,0,0,0,0,124,40,4125.412541,1650.165017,0,935,157.625,334.1804207,111676.5536,0,0,1,1,0,0,0,1,0,180.1428571,187.0,163.0,0,0,0,0,0,0,5,935,2,326,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:16:37,10422,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,191.9017463,10422.0,0.0,10422,10422,10422,10422.0,0.0,10422,10422,0,0.0,0.0,0,0,0,0,0,0,40,0,191.9017463,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:25:00,1420,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1408.450704,1420.0,0.0,1420,1420,1420,1420.0,0.0,1420,1420,0,0.0,0.0,0,0,0,0,0,0,40,0,1408.450704,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
54200,6,21/02/2018 02:31:42,1328,5,2,935,316,935,0,187.0,418.1447118,316,0,158.0,223.4457429,942018.0723,5271.084337,221.3333333,279.8940276,704,6,1328,332.0,517.765069,1097,6,704,704.0,0.0,704,704,0,0,0,0,124,40,3765.060241,1506.024096,0,935,156.375,333.4786082,111207.9821,0,0,1,1,0,0,0,1,0,178.7142857,187.0,158.0,0,0,0,0,0,0,5,935,2,316,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:17:39,1034,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1934.235977,1034.0,0.0,1034,1034,1034,1034.0,0.0,1034,1034,0,0.0,0.0,0,0,0,0,0,0,40,0,1934.235977,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
63902,6,21/02/2018 02:21:56,6778,5,2,935,310,935,0,187.0,418.1447118,310,0,155.0,219.2031022,183682.5022,1032.753024,1129.666667,2516.327854,6261,6,6778,1694.5,3234.852753,6545,6,6261,6261.0,0.0,6261,6261,0,0,0,0,124,40,737.6807318,295.0722927,0,935,155.625,333.0748254,110938.8393,0,0,1,1,0,0,0,1,0,177.8571429,187.0,155.0,0,0,0,0,0,0,5,935,2,310,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:22:38,4486,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,445.8314757,4486.0,0.0,4486,4486,4486,4486.0,0.0,4486,4486,0,0.0,0.0,0,0,0,0,0,0,40,0,445.8314757,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:14:28,5109,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,391.4660403,5109.0,0.0,5109,5109,5109,5109.0,0.0,5109,5109,0,0.0,0.0,0,0,0,0,0,0,40,0,391.4660403,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
61552,6,21/02/2018 02:27:33,1222,5,2,935,310,935,0,187.0,418.1447118,310,0,155.0,219.2031022,1018821.604,5728.314239,203.6666667,263.4218417,687,8,1222,305.5,457.8271144,979,8,687,687.0,0.0,687,687,0,0,0,0,124,40,4091.653028,1636.661211,0,935,155.625,333.0748254,110938.8393,0,0,1,1,0,0,0,1,0,177.8571429,187.0,155.0,0,0,0,0,0,0,5,935,2,310,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:16:38,3985,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,501.8820577,3985.0,0.0,3985,3985,3985,3985.0,0.0,3985,3985,0,0.0,0.0,0,0,0,0,0,0,40,0,501.8820577,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
53459,6,21/02/2018 02:25:24,3302,5,2,935,314,935,0,187.0,418.1447118,314,0,157.0,222.0315293,378255.6027,2119.927317,550.3333333,1062.878482,2702,6,3302,825.5,1491.540702,3059,6,2702,2702.0,0.0,2702,2702,0,0,0,0,124,40,1514.233798,605.6935191,0,935,156.125,333.3425683,111117.2679,0,0,1,1,0,0,0,1,0,178.4285714,187.0,157.0,0,0,0,0,0,0,5,935,2,314,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:17:04,10801,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,185.16804,10801.0,0.0,10801,10801,10801,10801.0,0.0,10801,10801,0,0.0,0.0,0,0,0,0,0,0,40,0,185.16804,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:14:59,20959,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,95.42440002,20959.0,0.0,20959,20959,20959,20959.0,0.0,20959,20959,0,0.0,0.0,0,0,0,0,0,0,40,0,95.42440002,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:21:49,5744,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,348.189415,5744.0,0.0,5744,5744,5744,5744.0,0.0,5744,5744,0,0.0,0.0,0,0,0,0,0,0,40,0,348.189415,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:27:38,3131,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,638.7735548,3131.0,0.0,3131,3131,3131,3131.0,0.0,3131,3131,0,0.0,0.0,0,0,0,0,0,0,40,0,638.7735548,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:21:28,4630,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,431.9654428,4630.0,0.0,4630,4630,4630,4630.0,0.0,4630,4630,0,0.0,0.0,0,0,0,0,0,0,40,0,431.9654428,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
55820,6,21/02/2018 02:26:25,17434,5,2,935,313,935,0,187.0,418.1447118,313,0,156.5,221.3244225,71584.26064,401.5142824,2905.666667,6861.118558,16909,7,17434,4358.5,8542.916305,17172,7,16909,16909.0,0.0,16909,16909,0,0,0,0,124,40,286.795916,114.7183664,0,935,156.0,333.2750901,111072.2857,0,0,1,1,0,0,0,1,0,178.2857143,187.0,156.5,0,0,0,0,0,0,5,935,2,313,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:24:18,4304,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,464.6840149,4304.0,0.0,4304,4304,4304,4304.0,0.0,4304,4304,0,0.0,0.0,0,0,0,0,0,0,40,0,464.6840149,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:23:55,14819,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,134.9618733,14819.0,0.0,14819,14819,14819,14819.0,0.0,14819,14819,0,0.0,0.0,0,0,0,0,0,0,40,0,134.9618733,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:25:14,4478,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,446.6279589,4478.0,0.0,4478,4478,4478,4478.0,0.0,4478,4478,0,0.0,0.0,0,0,0,0,0,0,40,0,446.6279589,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:21:28,6721,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,297.5747657,6721.0,0.0,6721,6721,6721,6721.0,0.0,6721,6721,0,0.0,0.0,0,0,0,0,0,0,40,0,297.5747657,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:25:46,2080,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,961.5384615,2080.0,0.0,2080,2080,2080,2080.0,0.0,2080,2080,0,0.0,0.0,0,0,0,0,0,0,40,0,961.5384615,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:16:40,1346,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1485.884101,1346.0,0.0,1346,1346,1346,1346.0,0.0,1346,1346,0,0.0,0.0,0,0,0,0,0,0,40,0,1485.884101,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:18:31,2569,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,778.5130401,2569.0,0.0,2569,2569,2569,2569.0,0.0,2569,2569,0,0.0,0.0,0,0,0,0,0,0,40,0,778.5130401,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:29:06,725,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2758.62069,725.0,0.0,725,725,725,725.0,0.0,725,725,0,0.0,0.0,0,0,0,0,0,0,40,0,2758.62069,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:15:55,1323,3,4,314,935,314,0,104.6666667,181.2879845,935,0,233.75,467.5,944066.5155,5291.005291,220.5,288.7772498,754,4,1045,522.5,327.3904397,754,291,1319,439.6666667,536.7106607,1048,33,0,0,0,0,72,92,2267.573696,3023.431595,0,935,156.125,333.3425683,111117.2679,0,0,1,1,0,0,0,1,1,178.4285714,104.6666667,233.75,0,0,0,0,0,0,3,314,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
59344,6,21/02/2018 02:19:48,1203,5,2,935,336,935,0,187.0,418.1447118,336,0,168.0,237.5878785,1056525.353,5818.786367,200.5,271.1152891,710,6,1203,300.75,451.3146537,964,6,710,710.0,0.0,710,710,0,0,0,0,124,40,4156.275977,1662.510391,0,935,158.875,334.918087,112170.125,0,0,1,1,0,0,0,1,0,181.5714286,187.0,168.0,0,0,0,0,0,0,5,935,2,336,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
60578,6,21/02/2018 02:20:18,14921,5,2,935,340,935,0,187.0,418.1447118,340,0,170.0,240.4163056,85450.03686,469.1374573,2486.833333,5849.952595,14426,5,14921,3730.25,7295.798854,14673,5,14426,14426.0,0.0,14426,14426,0,0,0,0,124,40,335.0981838,134.0392735,0,935,159.375,335.22314,112374.5536,0,0,1,1,0,0,0,1,0,182.1428571,187.0,170.0,0,0,0,0,0,0,5,935,2,340,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:21:22,541,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3696.857671,541.0,0.0,541,541,541,541.0,0.0,541,541,0,0.0,0.0,0,0,0,0,0,0,40,0,3696.857671,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
53727,6,21/02/2018 02:25:33,1490,5,2,935,336,935,0,187.0,418.1447118,336,0,168.0,237.5878785,853020.1342,4697.986577,248.3333333,335.5709562,877,7,1490,372.5,562.9780931,1200,7,877,877.0,0.0,877,877,0,0,0,0,124,40,3355.704698,1342.281879,0,935,158.875,334.918087,112170.125,0,0,1,1,0,0,0,1,0,181.5714286,187.0,168.0,0,0,0,0,0,0,5,935,2,336,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
57262,6,21/02/2018 02:33:19,36749,5,2,935,274,935,0,187.0,418.1447118,274,0,137.0,193.747258,32898.85439,190.4813736,6124.833333,14590.53995,35905,5,36749,9187.25,18063.61722,36281,7,35905,35905.0,0.0,35905,35905,0,0,0,0,124,40,136.058124,54.42324961,0,935,151.125,330.9274575,109512.9821,0,0,1,1,0,0,0,1,0,172.7142857,187.0,137.0,0,0,0,0,0,0,5,935,2,274,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
58508,6,21/02/2018 02:20:43,1210,5,2,935,291,935,0,187.0,418.1447118,291,0,145.5,205.7680733,1013223.14,5785.123967,201.6666667,252.4810224,643,6,1210,302.5,462.0890967,984,6,643,643.0,0.0,643,643,0,0,0,0,124,40,4132.231405,1652.892562,0,935,153.25,331.8824017,110145.9286,0,0,1,1,0,0,0,1,0,175.1428571,187.0,145.5,0,0,0,0,0,0,5,935,2,291,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:31:50,1068,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1872.659176,1068.0,0.0,1068,1068,1068,1068.0,0.0,1068,1068,0,0.0,0.0,0,0,0,0,0,0,40,0,1872.659176,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:21:31,15424,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,129.6680498,15424.0,0.0,15424,15424,15424,15424.0,0.0,15424,15424,0,0.0,0.0,0,0,0,0,0,0,40,0,129.6680498,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:15:03,8801,3,4,333,935,333,0,111.0,192.2576396,935,0,233.75,467.5,144074.537,795.3641632,1466.833333,3306.171709,8210,6,8514,4257.0,5590.386212,8210,304,8795,2931.666667,4836.04532,8514,16,0,0,0,0,72,92,340.8703556,454.4938075,0,935,158.5,334.6930363,112019.4286,0,0,1,1,0,0,0,1,1,181.1428571,111.0,233.75,0,0,0,0,0,0,3,333,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:22:50,4701,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,425.4413954,4701.0,0.0,4701,4701,4701,4701.0,0.0,4701,4701,0,0.0,0.0,0,0,0,0,0,0,40,0,425.4413954,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
62343,6,21/02/2018 02:22:14,1200,5,2,935,316,935,0,187.0,418.1447118,316,0,158.0,223.4457429,1042500.0,5833.333333,200.0,245.4978615,614,5,1200,300.0,458.8194997,976,5,614,614.0,0.0,614,614,0,0,0,0,124,40,4166.666667,1666.666667,0,935,156.375,333.4786082,111207.9821,0,0,1,1,0,0,0,1,0,178.7142857,187.0,158.0,0,0,0,0,0,0,5,935,2,316,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:32:26,14305,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,139.8112548,14305.0,0.0,14305,14305,14305,14305.0,0.0,14305,14305,0,0.0,0.0,0,0,0,0,0,0,40,0,139.8112548,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:19:02,1309,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1527.883881,1309.0,0.0,1309,1309,1309,1309.0,0.0,1309,1309,0,0.0,0.0,0,0,0,0,0,0,40,0,1527.883881,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
51145,6,21/02/2018 02:30:09,3313,5,2,935,326,935,0,187.0,418.1447118,326,0,163.0,230.5168107,380621.7929,2112.888621,552.1666667,942.536666,2420,4,3313,828.25,1277.910371,2703,8,2420,2420.0,0.0,2420,2420,0,0,0,0,124,40,1509.206158,603.682463,0,935,157.625,334.1804207,111676.5536,0,0,1,1,0,0,0,1,0,180.1428571,187.0,163.0,0,0,0,0,0,0,5,935,2,326,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:29:26,32532,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,61.47792942,32532.0,0.0,32532,32532,32532,32532.0,0.0,32532,32532,0,0.0,0.0,0,0,0,0,0,0,40,0,61.47792942,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:33:10,2157,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,927.2137228,2157.0,0.0,2157,2157,2157,2157.0,0.0,2157,2157,0,0.0,0.0,0,0,0,0,0,0,40,0,927.2137228,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
61995,6,21/02/2018 02:28:58,1529,5,2,935,299,935,0,187.0,418.1447118,299,0,149.5,211.4249276,807063.4402,4578.155657,254.8333333,353.625461,921,4,1529,382.25,585.0141736,1242,4,921,921.0,0.0,921,921,0,0,0,0,124,40,3270.111184,1308.044474,0,935,154.25,332.3684487,110468.7857,0,0,1,1,0,0,0,1,0,176.2857143,187.0,149.5,0,0,0,0,0,0,5,935,2,299,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:20:31,44829,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,44.61397756,44829.0,0.0,44829,44829,44829,44829.0,0.0,44829,44829,0,0.0,0.0,0,0,0,0,0,0,40,0,44.61397756,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:32:50,525,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3809.52381,525.0,0.0,525,525,525,525.0,0.0,525,525,0,0.0,0.0,0,0,0,0,0,0,40,0,3809.52381,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:15:47,1966,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1017.293998,1966.0,0.0,1966,1966,1966,1966.0,0.0,1966,1966,0,0.0,0.0,0,0,0,0,0,0,40,0,1017.293998,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:29:39,604,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3311.258278,604.0,0.0,604,604,604,604.0,0.0,604,604,0,0.0,0.0,0,0,0,0,0,0,40,0,3311.258278,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:11:44,23237,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,86.06963033,23237.0,0.0,23237,23237,23237,23237.0,0.0,23237,23237,0,0.0,0.0,0,0,0,0,0,0,40,0,86.06963033,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
62079,6,21/02/2018 02:27:45,1378,5,2,935,339,935,0,187.0,418.1447118,339,0,169.5,239.7091988,924528.3019,5079.825835,229.6666667,308.3333694,809,7,1378,344.5,518.9017248,1108,7,809,809.0,0.0,809,809,0,0,0,0,124,40,3628.447025,1451.37881,0,935,159.25,335.1463433,112323.0714,0,0,1,1,0,0,0,1,0,182.0,187.0,169.5,0,0,0,0,0,0,5,935,2,339,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:11:19,26466,3,4,339,935,339,0,113.0,195.7217413,935,0,233.75,467.5,48137.23268,264.4902894,4411.0,6887.051706,15504,3,15791,7895.5,10760.04389,15504,287,26463,8821.0,8042.692335,15791,21,0,0,0,0,72,92,113.3529812,151.1373082,0,935,159.25,335.1463433,112323.0714,0,0,1,1,0,0,0,1,1,182.0,113.0,233.75,0,0,0,0,0,0,3,339,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
63839,6,21/02/2018 02:22:56,16166,5,2,935,287,935,0,187.0,418.1447118,287,0,143.5,202.9396462,75590.74601,433.0075467,2694.333333,6324.84579,15602,5,16166,4041.5,7939.43409,15950,5,15602,15602.0,0.0,15602,15602,0,0,0,0,124,40,309.2911048,123.7164419,0,935,152.75,331.6481569,109990.5,0,0,1,1,0,0,0,1,0,174.5714286,187.0,143.5,0,0,0,0,0,0,5,935,2,287,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
